City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Teya,RU,2020-12-30 00:01:39,60.38,92.63,-21.17,81,72,3.29
298,Coquimbo,CL,2020-12-29 23:57:53,-29.95,-71.34,64.4,72,0,9.17
299,Cidreira,BR,2020-12-30 00:01:39,-30.18,-50.21,75.2,88,33,14.29
300,Adamas,GR,2020-12-30 00:01:39,36.73,24.43,59.0,77,100,5.82
301,Basco,PH,2020-12-30 00:01:39,20.45,121.97,73.27,85,98,41.63
302,Namibe,AO,2020-12-30 00:01:40,-15.2,12.15,71.8,71,99,6.8
303,Torata,PE,2020-12-30 00:01:40,-17.08,-70.84,54.34,82,100,2.84
304,Iberia,US,2020-12-30 00:01:40,29.95,-91.75,66.2,68,1,11.41
305,Harbour Breton,CA,2020-12-30 00:01:40,47.48,-55.8,37.08,94,100,17.69
306,Swift Current,CA,2020-12-30 00:00:13,50.28,-107.8,8.6,84,40,14.99
307,Bangkal,PH,2020-12-30 00:01:41,6.07,121.07,80.8,85,90,2.44
308,Leh,IN,2020-12-30 00:01:41,34.17,77.58,-3.37,63,0,2.55
309,Dhuri,IN,2020-12-29 23:57:09,30.37,75.87,40.91,69,6,4.29
310,Kiunga,PG,2020-12-30 00:00:03,-6.12,141.29,71.65,98,100,4.14
311,Gat,IL,2020-12-30 00:00:11,31.61,34.76,55.0,54,0,1.99
312,Vardo,NO,2020-12-30 00:01:42,70.37,31.11,33.57,91,99,14.92
313,Kahului,US,2020-12-30 00:00:14,20.89,-156.47,87.8,48,20,13.87
314,Palasa,IN,2020-12-30 00:01:42,18.77,84.42,64.38,71,0,4.45
315,Salme,NP,2020-12-30 00:01:43,28.04,85.09,37.4,100,20,4.34
316,Esmeraldas,BR,2020-12-29 23:56:57,-19.76,-44.31,77.0,57,20,11.41
317,Pisco,PE,2020-12-30 00:01:43,-13.7,-76.22,71.6,83,0,18.34
318,Souris,CA,2020-12-30 00:01:43,49.62,-100.26,19.4,85,90,10.29
319,The Pas,CA,2020-12-30 00:01:43,53.83,-101.25,12.2,85,90,6.93
320,Thinadhoo,MV,2020-12-30 00:01:44,0.53,72.93,82.76,71,75,7.63
321,Pangnirtung,CA,2020-12-30 00:01:44,66.15,-65.71,12.2,72,90,16.11
322,Saint-Gaudens,FR,2020-12-30 00:01:44,43.08,0.67,39.0,93,97,17.22
323,Gambo,CF,2020-12-30 00:01:44,4.65,22.26,72.12,59,95,0.45
324,Ponta Delgada,PT,2020-12-30 00:01:45,37.73,-25.67,53.6,87,75,8.05
325,Pacifica,US,2020-12-30 00:00:42,37.61,-122.49,57.0,62,1,11.41
326,Ozernovskiy,RU,2020-12-30 00:01:45,51.5,156.52,22.24,86,81,5.44
327,La Romana,DO,2020-12-30 00:00:14,18.43,-68.97,75.2,83,20,4.7
328,Felipe Carrillo Puerto,MX,2020-12-30 00:01:46,19.58,-88.05,68.5,85,15,3.58
329,Alice Springs,AU,2020-12-30 00:01:46,-23.7,133.88,80.01,19,13,14.99
330,Hastings,GB,2020-12-30 00:01:22,50.86,0.57,39.0,84,77,4.0
331,Dwarka,IN,2020-12-30 00:01:46,22.24,68.97,66.42,40,0,18.5
332,Ushtobe,KZ,2020-12-30 00:01:47,45.25,77.98,8.46,95,97,2.48
333,Yanliang,CN,2020-12-29 23:57:19,34.66,109.23,25.0,66,0,6.71
334,Banes,CU,2020-12-30 00:01:47,20.96,-75.72,73.4,60,20,11.41
335,Newport,GB,2020-12-29 23:59:32,51.59,-3.0,41.0,93,13,11.05
336,Camacha,PT,2020-12-30 00:01:48,33.08,-16.33,59.0,67,40,12.75
337,Shubarkuduk,KZ,2020-12-30 00:01:48,49.14,56.49,4.19,92,0,6.26
338,Mildura,AU,2020-12-29 23:58:08,-34.2,142.15,75.99,40,100,10.29
339,Kota Belud,MY,2020-12-30 00:01:48,6.35,116.43,75.2,100,20,2.24
340,Morros,BR,2020-12-30 00:01:49,-9.45,-46.3,78.55,50,21,1.72
341,Kieta,PG,2020-12-30 00:01:49,-6.22,155.63,83.16,71,100,3.78
342,Aksu,CN,2020-12-30 00:01:49,41.12,80.26,14.22,91,0,3.67
343,Mhlambanyatsi,SZ,2020-12-30 00:01:49,-26.45,31.02,65.26,85,0,2.33
344,Port Moresby,PG,2020-12-30 00:01:50,-9.44,147.18,82.4,78,20,11.41
345,Jizan,SA,2020-12-30 00:01:50,17.33,42.67,75.2,78,0,3.36
346,Hualmay,PE,2020-12-30 00:01:50,-11.1,-77.61,70.41,85,97,9.53
347,San Quintin,MX,2020-12-30 00:01:50,30.48,-115.95,58.78,67,11,12.73
348,Norfolk,US,2020-12-30 00:01:51,42.17,-71.25,28.0,32,6,12.75
349,Matias Romero,MX,2020-12-30 00:01:51,16.88,-95.03,67.26,85,9,6.8
350,Newcastle,AU,2020-12-30 00:01:08,-32.93,151.78,75.2,78,90,10.29
351,Caravelas,BR,2020-12-30 00:01:51,-17.71,-39.25,74.37,87,0,4.5
352,Harper,LR,2020-12-30 00:01:52,4.38,-7.72,78.98,85,45,7.56
353,Namatanai,PG,2020-12-30 00:01:52,-3.67,152.43,83.88,67,90,2.15
354,Khatra,IN,2020-12-30 00:00:26,22.98,86.85,58.3,48,0,4.99
355,Bengkulu,ID,2020-12-30 00:01:52,-3.8,102.27,76.73,75,97,4.52
356,Lusambo,CD,2020-12-30 00:01:52,-4.97,23.45,71.02,95,100,1.79
357,Ivdel,RU,2020-12-30 00:01:53,60.69,60.42,-14.33,88,92,2.21
358,Chernyshevskiy,RU,2020-12-30 00:01:53,63.01,112.47,-10.1,90,100,6.73
359,Tocopilla,CL,2020-12-30 00:01:53,-22.09,-70.2,69.96,67,37,4.12
360,Roald,NO,2020-12-30 00:01:53,62.58,6.13,37.0,65,94,2.24
361,Rio Grande,BR,2020-12-30 00:01:54,-32.03,-52.1,75.0,88,2,1.99
362,Bela,IN,2020-12-30 00:01:54,25.93,81.98,50.63,52,0,5.03
363,Makiyivka,UA,2020-12-30 00:01:54,48.05,37.93,30.47,99,94,9.89
364,Bambey,SN,2020-12-30 00:01:54,14.7,-16.45,78.8,57,69,4.7
365,Severobaykalsk,RU,2020-12-30 00:01:55,55.65,109.32,-5.69,82,19,3.62
366,Rawson,AR,2020-12-30 00:01:55,-43.3,-65.1,80.6,34,40,28.86
367,Carndonagh,IE,2020-12-30 00:01:55,55.25,-7.27,36.57,81,100,7.07
368,Zhangzhou,CN,2020-12-30 00:01:55,24.51,117.66,57.2,82,90,11.18
369,Black Diamond,US,2020-12-29 23:57:51,47.31,-122.0,39.99,96,100,0.51
370,Phan Thiet,VN,2020-12-30 00:01:56,10.93,108.1,74.68,82,99,3.49
371,Bhandara,IN,2020-12-30 00:01:56,21.17,79.65,59.0,82,45,6.76
372,Middle Island,US,2020-12-30 00:01:56,40.88,-72.94,32.0,56,63,1.99
373,Los Llanos De Aridane,ES,2020-12-29 23:59:03,28.66,-17.92,62.6,82,20,8.05
374,Zaranj,AF,2020-12-30 00:01:57,30.97,61.88,32.97,66,12,3.09
375,Srednekolymsk,RU,2020-12-30 00:01:57,67.45,153.68,-39.96,81,65,2.35
376,Muriti,TZ,2020-12-30 00:01:57,-1.98,32.92,74.59,72,99,8.41
377,Farafangana,MG,2020-12-30 00:01:57,-22.82,47.83,75.81,87,60,10.63
378,Zhigansk,RU,2020-12-30 00:01:58,66.77,123.37,-5.51,89,89,22.93
379,Sisimiut,GL,2020-12-30 00:01:58,66.94,-53.67,24.13,88,100,18.86
380,Hobyo,SO,2020-12-30 00:01:58,5.35,48.53,78.84,79,41,21.09
381,Narsaq,GL,2020-12-30 00:01:58,60.92,-46.05,21.2,62,98,4.7
382,Milicz,PL,2020-12-30 00:01:59,51.53,17.27,35.01,87,21,5.64
383,Margate,GB,2020-12-30 00:01:59,51.38,1.39,39.99,85,70,4.0
384,Iqaluit,CA,2020-12-30 00:01:59,63.75,-68.51,5.0,84,90,16.11
385,Goderich,CA,2020-12-30 00:02:00,43.75,-81.72,23.0,67,94,3.36
386,Carutapera,BR,2020-12-30 00:02:00,-1.2,-46.02,78.6,81,49,6.93
387,Garango,BF,2020-12-30 00:02:00,11.8,-0.55,70.18,22,1,8.34
388,Poronaysk,RU,2020-12-30 00:02:01,49.22,143.12,-5.87,84,43,10.2
389,Flin Flon,CA,2020-12-30 00:02:01,54.77,-101.86,17.6,85,75,3.36
390,Pandan,PH,2020-12-30 00:02:01,14.05,124.17,81.63,83,71,4.63
391,Hirata,JP,2020-12-30 00:02:02,35.43,132.82,44.6,87,75,16.11
392,Kihei,US,2020-12-29 23:58:17,20.79,-156.47,87.8,48,20,13.87
393,Dunedin,NZ,2020-12-29 23:59:28,-45.87,170.5,58.64,76,100,3.13
394,Ust-Tsilma,RU,2020-12-30 00:02:02,65.44,52.15,-18.24,87,52,3.69
395,Esperance,AU,2020-12-30 00:02:03,-33.87,121.9,68.0,60,27,14.99
396,Stornoway,GB,2020-12-29 23:58:44,58.21,-6.39,34.0,86,30,6.93
397,Sinnamary,GF,2020-12-30 00:02:03,5.38,-52.95,77.99,86,49,7.14
398,Ivanava,BY,2020-12-30 00:02:03,52.15,25.54,39.13,82,3,12.93
399,Chiang Klang,TH,2020-12-30 00:02:04,19.29,100.86,55.4,100,0,1.12
400,Belmonte,BR,2020-12-30 00:02:04,-15.86,-38.88,77.0,73,75,8.05
401,Tyrma,RU,2020-12-30 00:02:04,50.08,132.17,-22.45,81,69,1.54
402,Kenai,US,2020-12-30 00:02:05,60.55,-151.26,32.0,80,1,17.22
403,Lebu,CL,2020-12-30 00:02:05,-37.62,-73.65,58.17,79,12,10.85
404,Cabedelo,BR,2020-12-30 00:02:05,-6.98,-34.83,78.8,78,0,13.87
405,Kisanga,TZ,2020-12-30 00:02:05,-7.44,37.7,73.69,90,86,2.53
406,Naze,JP,2020-12-30 00:02:06,28.37,129.48,62.6,87,75,21.92
407,Lasa,IT,2020-12-30 00:02:06,46.62,10.7,30.0,92,75,1.01
408,Alekseyevka,RU,2020-12-30 00:02:06,50.63,38.69,32.58,96,99,12.8
409,Yavaros,MX,2020-12-30 00:02:06,26.7,-109.52,70.0,50,0,3.0
410,Tiarei,PF,2020-12-30 00:02:07,-17.53,-149.33,84.2,66,40,6.93
411,Vinukonda,IN,2020-12-30 00:02:07,16.05,79.75,65.55,93,0,3.06
412,Chumphon,TH,2020-12-30 00:02:07,10.33,98.83,73.4,94,40,1.57
413,Avera,US,2020-12-30 00:02:08,33.19,-82.53,53.6,71,1,5.82
414,Axim,GH,2020-12-30 00:02:08,4.87,-2.24,79.7,85,45,8.08
415,Preobrazheniye,RU,2020-12-30 00:02:08,42.9,133.91,0.82,77,11,10.18
416,Kudahuvadhoo,MV,2020-12-30 00:02:08,2.67,72.89,82.22,73,47,7.07
417,Port-Gentil,GA,2020-12-30 00:02:09,-0.72,8.78,78.8,94,20,5.82
418,Lewisville,US,2020-12-30 00:02:09,33.05,-96.99,68.0,60,90,14.99
419,Glenwood Springs,US,2020-12-30 00:02:09,39.55,-107.32,28.4,78,90,5.82
420,Sambava,MG,2020-12-30 00:02:09,-14.27,50.17,76.71,86,100,9.1
421,Vila,PT,2020-12-30 00:02:09,42.03,-8.16,37.0,88,47,2.82
422,Bambous Virieux,MU,2020-12-30 00:02:10,-20.34,57.76,77.0,78,40,11.41
423,Paamiut,GL,2020-12-30 00:02:10,61.99,-49.67,30.85,95,100,26.02
424,Arlit,NE,2020-12-30 00:02:10,18.74,7.39,64.85,24,12,6.33
425,Bonthe,SL,2020-12-30 00:02:10,7.53,-12.51,78.71,82,2,4.99
426,Vyborg,RU,2020-12-29 23:58:15,60.71,28.75,28.0,94,100,5.01
427,Colares,PT,2020-12-30 00:02:11,38.8,-9.45,48.99,93,20,3.36
428,Vestmannaeyjar,IS,2020-12-29 23:57:29,63.44,-20.27,32.47,90,100,14.85
429,Longyan,CN,2020-12-30 00:02:12,25.11,117.02,44.19,69,46,6.26
430,Vuktyl,RU,2020-12-30 00:02:12,63.86,57.31,-17.93,88,98,4.81
431,Ishigaki,JP,2020-12-30 00:02:12,24.34,124.16,59.0,87,75,27.51
432,Hargeysa,SO,2020-12-30 00:02:13,9.56,44.06,61.2,90,45,14.85
433,Claresholm,CA,2020-12-30 00:02:13,50.03,-113.59,17.6,61,30,5.37
434,Vanderhoof,CA,2020-12-30 00:00:15,54.02,-124.02,19.87,96,100,2.3
435,Tautira,PF,2020-12-30 00:02:14,-17.73,-149.15,84.2,66,40,6.93
436,Krasnoarmeysk,RU,2020-12-30 00:02:14,51.02,45.7,6.03,96,100,6.51
437,Costestii Din Vale,RO,2020-12-30 00:02:14,44.65,25.48,46.0,100,65,3.02
438,Bulaevo,KZ,2020-12-30 00:02:15,54.91,70.44,-22.34,86,61,9.48
439,Hohhot,CN,2020-12-30 00:01:57,40.81,111.65,-7.6,48,0,8.95
440,Srandakan,ID,2020-12-30 00:00:59,-7.94,110.25,76.37,89,100,5.59
441,Alexandria,EG,2020-12-30 00:02:15,31.22,29.96,57.2,87,0,2.24
442,Rongai,KE,2020-12-30 00:02:15,-0.17,35.86,55.18,80,63,0.58
443,Yumen,CN,2020-12-30 00:02:16,40.28,97.2,1.08,78,0,15.52
444,Kankan,GN,2020-12-30 00:02:16,10.39,-9.31,72.01,28,0,4.38
445,Maxixe,MZ,2020-12-30 00:02:16,-23.86,35.35,79.63,88,81,10.25
446,Darab,IR,2020-12-30 00:02:17,28.75,54.54,50.52,47,100,1.81
447,Upernavik,GL,2020-12-30 00:02:17,72.79,-56.15,15.42,81,23,8.7
448,Taoudenni,ML,2020-12-30 00:02:17,22.68,-3.98,70.3,34,36,5.17
449,Mangrol,IN,2020-12-30 00:02:17,21.12,70.12,59.34,42,14,15.08
450,Raton,US,2020-12-30 00:02:18,36.9,-104.44,44.6,19,1,12.75
451,New Waterford,US,2020-12-30 00:02:18,40.85,-80.61,27.0,63,94,3.24
452,Havelock,US,2020-12-30 00:02:18,34.88,-76.9,44.6,70,1,8.05
453,Simbahan,PH,2020-12-30 00:02:18,6.3,120.58,82.65,81,89,8.5
454,Yar-Sale,RU,2020-12-30 00:02:18,66.83,70.83,-12.82,89,97,7.07
455,Werda,BW,2020-12-30 00:02:19,-25.27,23.28,79.2,52,40,1.34
456,Kualakapuas,ID,2020-12-30 00:02:19,-3.01,114.39,77.0,94,75,3.36
457,Acajutla,SV,2020-12-30 00:02:19,13.59,-89.83,80.6,44,0,4.7
458,Codrington,AU,2020-12-30 00:02:07,-38.27,141.97,64.42,67,100,8.37
459,Jinchang,CN,2020-12-30 00:02:20,38.5,102.17,5.68,81,4,4.59
460,Angoche,MZ,2020-12-30 00:02:20,-16.23,39.91,77.59,84,100,4.07
461,Road Town,VG,2020-12-30 00:01:54,18.42,-64.62,79.0,78,40,13.87
462,Manado,ID,2020-12-30 00:02:20,1.49,124.85,77.0,94,40,1.12
463,Luorong,CN,2020-12-30 00:01:53,24.41,109.61,42.49,59,100,23.87
464,Wahiawa,US,2020-12-30 00:02:21,21.5,-158.02,82.4,73,90,3.36
465,Panama City,PA,2020-12-30 00:00:03,8.99,-79.52,80.6,88,40,6.93
466,Fortuna,US,2020-12-30 00:02:21,40.6,-124.16,53.01,71,1,11.41
467,Mezen,RU,2020-12-30 00:02:21,65.85,44.24,7.02,92,85,8.16
468,Saint-Pierre,RE,2020-12-30 00:02:22,-21.34,55.48,75.2,73,0,13.87
469,Vysokogornyy,RU,2020-12-30 00:02:22,50.12,139.15,-26.86,83,63,2.24
470,Manturovo,RU,2020-12-30 00:02:22,58.34,44.76,0.07,93,77,7.43
471,Yinchuan,CN,2020-12-30 00:01:09,38.47,106.27,2.53,63,0,3.42
472,Logansport,US,2020-12-30 00:02:23,40.75,-86.36,32.0,87,90,9.17
473,Krasnyy Chikoy,RU,2020-12-30 00:02:23,50.36,108.75,-20.69,82,98,3.83
474,Gazli,UZ,2020-12-30 00:02:23,40.13,63.45,27.28,95,0,9.06
475,Namwala,ZM,2020-12-30 00:02:24,-15.75,26.44,68.45,95,100,0.6
476,Talnakh,RU,2020-12-30 00:02:24,69.49,88.4,-11.2,76,0,6.71
477,Celestun,MX,2020-12-30 00:02:24,20.87,-90.4,75.36,72,2,11.95
478,Igrim,RU,2020-12-30 00:02:24,63.19,64.42,-12.46,89,100,5.77
479,College,US,2020-12-30 00:02:25,64.86,-147.8,14.0,70,20,3.06
480,Treinta Y Tres,UY,2020-12-30 00:02:25,-33.23,-54.38,73.69,63,1,10.94
481,Itoman,JP,2020-12-30 00:02:25,26.12,127.67,60.8,82,75,40.26
482,Gizo,SB,2020-12-30 00:02:25,-8.1,156.84,80.76,81,92,11.65
483,Manaure,CO,2020-12-30 00:02:26,11.78,-72.44,78.76,73,49,15.41
484,Port Lincoln,AU,2020-12-30 00:02:26,-34.73,135.87,65.43,72,84,11.56
485,Santa Isabel Do Rio Negro,BR,2020-12-30 00:02:26,-0.41,-65.02,72.55,98,100,1.32
486,Rennes,FR,2020-12-30 00:02:26,48.17,-1.67,37.99,93,40,6.93
487,George,ZA,2020-12-30 00:02:27,-33.96,22.46,64.4,77,29,2.24
488,Beisfjord,NO,2020-12-30 00:02:27,68.38,17.6,37.4,59,36,20.8
489,Faya,SA,2020-12-30 00:02:27,18.39,42.45,53.6,71,0,3.8
490,Miraflores,MX,2020-12-30 00:02:17,19.22,-98.81,69.8,9,5,6.93
491,Iquique,CL,2020-12-30 00:02:02,-20.22,-70.14,71.6,60,0,20.8
492,Tucuman,AR,2020-12-30 00:01:57,-26.82,-65.22,87.8,58,20,4.7
493,Boundiali,CI,2020-12-30 00:02:28,9.52,-6.49,70.45,22,1,3.67
494,Trairi,BR,2020-12-29 23:58:01,-3.28,-39.27,80.1,77,15,12.35
495,Elat,IL,2020-12-30 00:01:21,29.56,34.95,57.2,67,0,6.93
496,Komsomolskiy,UZ,2020-12-30 00:02:29,40.43,71.72,28.4,86,0,0.49
497,Urla,TR,2020-12-30 00:02:29,38.32,26.76,55.4,100,40,10.38
498,Roma,US,2020-12-29 23:57:48,43.21,-75.46,21.2,67,90,3.36
499,Huaral,PE,2020-12-30 00:02:29,-11.49,-77.21,69.8,88,90,13.87
500,Singaparna,ID,2020-12-30 00:02:30,-7.35,108.11,72.77,88,100,0.36
501,Sabinopolis,BR,2020-12-30 00:02:30,-18.67,-43.08,66.18,95,17,4.61
502,Hokitika,NZ,2020-12-30 00:02:30,-42.72,170.97,62.11,68,97,5.99
503,Barcelos,PT,2020-12-30 00:02:30,41.54,-8.62,39.2,93,20,3.09
504,Mogadishu,SO,2020-12-29 23:59:03,2.04,45.34,79.11,82,48,19.04
505,Dali,CN,2020-12-29 23:59:03,25.7,100.18,36.9,78,0,2.28
506,Sabang,ID,2020-12-30 00:02:31,5.89,95.32,81.48,79,56,13.67
507,Murgab,TM,2020-12-30 00:02:31,37.5,61.97,19.4,92,0,9.17
508,Ndende,GA,2020-12-30 00:02:32,-2.4,11.36,73.44,95,100,1.86
509,Worthington,US,2020-12-30 00:02:32,40.09,-83.02,34.0,47,90,9.17
510,Bandarbeyla,SO,2020-12-30 00:02:32,9.49,50.81,73.4,80,61,20.58
511,Ivanjica,RS,2020-12-30 00:02:32,43.58,20.23,51.8,81,0,11.41
512,Hvolsvollur,IS,2020-12-30 00:02:32,63.75,-20.22,24.01,94,99,5.01
513,Kununurra,AU,2020-12-30 00:02:33,-15.77,128.73,84.2,83,40,4.7
514,Port Saint Lucie,US,2020-12-30 00:00:17,27.29,-80.35,71.6,56,40,16.11
515,Morro Bay,US,2020-12-30 00:00:48,35.37,-120.85,61.0,59,0,1.01
516,Bururi,BI,2020-12-30 00:02:33,-3.85,29.63,56.82,97,100,1.88
517,Saint-Joseph,RE,2020-12-30 00:02:34,-21.37,55.62,75.2,73,0,13.87
518,Grand Gaube,MU,2020-12-30 00:02:34,-20.01,57.66,75.99,81,4,3.0
519,Elk River,US,2020-12-29 23:59:24,45.3,-93.57,21.0,89,100,1.01
520,Kattivakkam,IN,2020-12-30 00:02:34,13.22,80.32,78.8,83,75,2.24
521,Kaduna,NG,2020-12-30 00:02:35,10.52,7.44,69.49,26,89,7.36
522,Gasa,PS,2020-12-30 00:02:35,31.5,34.47,55.0,55,0,1.01
523,Sorland,NO,2020-12-30 00:02:35,67.67,12.69,39.15,73,100,18.45
524,Teshie,GH,2020-12-30 00:02:35,5.58,-0.11,82.4,88,20,8.05
525,Nhamunda,BR,2020-12-30 00:01:33,-2.19,-56.71,74.52,95,100,1.45
526,Mukdahan,TH,2020-12-30 00:02:36,16.58,104.5,68.05,70,4,13.38
527,Mulchen,CL,2020-12-30 00:02:36,-37.72,-72.23,61.11,54,31,6.85
528,San Clemente,US,2020-12-30 00:00:55,33.43,-117.61,64.0,38,0,1.99
529,Laguna,US,2020-12-30 00:01:17,38.42,-121.42,59.0,33,1,8.05
530,Clarksburg,US,2020-12-30 00:02:27,39.28,-80.34,30.2,46,1,4.03
531,Atherton,GB,2020-12-30 00:02:37,53.52,-2.49,33.01,85,0,1.99
532,Lumphat,KH,2020-12-30 00:02:37,13.49,106.98,67.78,77,45,4.29
533,Waddan,LY,2020-12-30 00:02:37,29.16,16.14,55.72,37,0,7.52
534,Preili,LV,2020-12-30 00:02:38,56.29,26.72,36.21,83,100,16.37
535,Kloulklubed,PW,2020-12-30 00:02:38,7.04,134.26,84.2,79,75,10.29
536,Schwechat,AT,2020-12-30 00:02:38,48.13,16.47,41.0,86,0,13.87
537,Urusha,RU,2020-12-30 00:02:38,54.05,122.9,-13.77,84,99,5.68
538,Tsiroanomandidy,MG,2020-12-30 00:02:38,-18.77,46.03,67.26,89,83,4.68
539,Bubaque,GW,2020-12-30 00:02:39,11.28,-15.83,81.12,74,0,7.11
540,Fairbanks,US,2020-12-30 00:00:02,64.84,-147.72,15.01,84,1,2.89
541,Belaya,UA,2020-12-30 00:02:39,49.03,25.77,39.0,75,0,3.0
542,Basqal,AZ,2020-12-30 00:02:40,40.76,48.39,28.4,92,21,2.24
543,Muros,ES,2020-12-30 00:02:40,42.78,-9.06,39.0,96,32,12.06
544,Mangai,CD,2020-12-30 00:02:40,-4.05,19.53,70.43,94,100,0.94
545,Heiloo,NL,2020-12-30 00:00:13,52.6,4.7,37.99,95,100,8.46
546,Lieksa,FI,2020-12-30 00:02:41,63.32,30.02,26.4,96,100,12.97
547,Launceston,AU,2020-12-30 00:02:41,-41.45,147.17,68.0,63,75,5.82
548,Rio Cauto,CU,2020-12-30 00:02:41,20.56,-76.92,73.4,60,20,11.41
549,Ancud,CL,2020-12-30 00:02:42,-41.87,-73.82,54.0,62,75,8.05
550,Valparaiso,CL,2020-12-29 23:59:33,-33.04,-71.63,69.8,68,0,21.92
551,Linhares,BR,2020-12-30 00:01:25,-19.39,-40.07,72.5,91,63,3.22
552,Alekseyevskoye,RU,2020-12-30 00:02:42,55.31,50.11,6.8,84,90,8.95
553,Ajdabiya,LY,2020-12-30 00:02:43,30.76,20.23,55.62,53,0,11.45
554,Zhoucheng,CN,2020-12-30 00:02:43,35.91,116.31,11.97,62,0,6.26
555,Mutsu,JP,2020-12-30 00:02:43,41.29,141.22,28.0,73,75,2.24
556,Korem,ET,2020-12-30 00:02:43,12.51,39.52,48.94,94,8,1.1
557,Nouakchott,MR,2020-12-30 00:02:44,18.09,-15.98,68.0,82,0,11.41
558,Abonnema,NG,2020-12-30 00:02:44,4.71,6.79,78.8,88,75,5.21
559,Ostersund,SE,2020-12-30 00:02:44,63.18,14.64,30.2,100,100,9.17
560,Itaituba,BR,2020-12-30 00:02:44,-4.28,-55.98,73.15,97,100,0.22
561,Totness,SR,2020-12-30 00:02:44,5.88,-56.32,78.03,88,50,10.11
562,Nemuro,JP,2020-12-30 00:02:45,43.32,145.57,19.4,79,75,3.36
563,Dauriya,RU,2020-12-30 00:02:45,49.93,116.87,-11.58,84,15,19.04
564,Great Yarmouth,GB,2020-12-30 00:02:45,52.61,1.73,37.99,93,74,11.41
565,Pimentel,PE,2020-12-30 00:02:46,-6.84,-79.93,73.4,69,0,24.16
566,Torbat-E Jam,IR,2020-12-30 00:02:46,35.24,60.62,30.15,68,23,6.2
567,Herat,AF,2020-12-30 00:02:46,34.5,62.0,30.67,66,0,2.39
568,Athabasca,CA,2020-12-30 00:02:35,54.72,-113.29,15.8,78,32,3.36
569,Namtsy,RU,2020-12-30 00:02:47,62.72,129.67,-50.8,56,90,1.7
570,Luderitz,NA,2020-12-30 00:02:47,-26.65,15.16,62.6,77,38,12.75
571,Anadyr,RU,2020-12-30 00:02:47,64.75,177.48,15.8,92,75,13.22
572,Ciudad Bolivar,VE,2020-12-30 00:02:48,8.12,-63.55,81.81,69,91,11.03
573,Korla,CN,2020-12-30 00:02:48,41.76,86.15,15.49,88,6,2.3
574,Westport,US,2020-12-30 00:02:48,41.14,-73.36,32.0,61,43,6.62
575,Shadegan,IR,2020-12-30 00:02:49,30.65,48.66,53.6,62,0,4.7
576,San Patricio,US,2020-12-30 00:02:49,28.02,-97.52,73.4,73,20,25.28
577,Mizusawa,JP,2020-12-30 00:02:49,39.13,141.13,30.2,92,75,18.34
578,Yerbogachen,RU,2020-12-30 00:02:49,61.28,108.01,-25.06,83,19,6.11
579,Rabat,MA,2020-12-29 23:59:58,33.99,-6.84,53.6,100,75,6.38
580,Nyurba,RU,2020-12-30 00:02:50,63.28,118.33,-4.9,90,100,9.78
581,Doha,QA,2020-12-30 00:00:31,25.29,51.53,64.99,82,0,9.17
582,Coihaique,CL,2020-12-30 00:02:50,-45.58,-72.07,55.4,47,20,9.17
583,Rocha,UY,2020-12-30 00:02:51,-34.48,-54.33,68.74,78,17,7.74
584,Sakaiminato,JP,2020-12-30 00:02:51,35.55,133.23,44.6,93,90,16.11
585,Iskateley,RU,2020-12-30 00:02:51,67.68,53.15,-24.65,84,10,6.87
586,Garowe,SO,2020-12-30 00:02:52,8.41,48.48,70.2,71,8,13.91
587,Moussoro,TD,2020-12-30 00:02:52,13.64,16.49,70.63,22,7,8.43
588,Port Blair,IN,2020-12-30 00:02:52,11.67,92.75,77.9,85,7,9.98
589,Cap Malheureux,MU,2020-12-30 00:02:52,-19.98,57.61,75.99,81,3,3.0
