City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Amapa,BR,1.0,-52.0,72.77,93,100,3.36,overcast clouds
348,Tabory,RU,58.5198,64.5495,-7.51,90,79,5.86,broken clouds
349,Junction City,US,39.0286,-96.8314,48.2,45,90,14.99,overcast clouds
350,Necochea,AR,-38.5473,-58.7368,63.0,95,100,17.13,overcast clouds
351,Dongsheng,CN,39.8161,109.9776,-14.64,58,0,20.07,clear sky
352,Busayra,JO,30.7376,35.6078,50.16,75,0,3.02,clear sky
353,Cotonou,BJ,6.3654,2.4183,82.4,88,40,9.17,scattered clouds
354,Cockburn Town,TC,21.4612,-71.1419,73.4,69,20,2.66,few clouds
355,Fuerte Olimpo,PY,-21.0415,-57.8738,73.58,95,95,4.68,overcast clouds
356,Samarai,PG,-10.6167,150.6667,85.95,73,30,14.18,scattered clouds
357,Husavik,IS,66.0449,-17.3389,35.6,64,75,4.7,light rain
358,Jumla,NP,29.2747,82.1838,38.16,73,99,5.44,overcast clouds
359,Hobyo,SO,5.3505,48.5268,74.01,72,73,19.46,broken clouds
360,Aranos,NA,-24.1333,19.1167,74.59,62,100,2.51,light rain
361,Anloga,GH,5.7947,0.8973,82.4,83,20,5.82,few clouds
362,Richards Bay,ZA,-28.783,32.0377,74.66,89,100,12.01,overcast clouds
363,Sorong,ID,-0.8833,131.25,83.48,75,47,3.8,scattered clouds
364,Salvacion,PH,7.9833,126.1333,76.3,92,100,1.28,light rain
365,Eureka,US,40.8021,-124.1637,51.01,74,55,1.01,broken clouds
366,Diu,IN,20.7141,70.9822,62.08,46,0,11.9,clear sky
367,Batagay,RU,67.6333,134.6333,-36.67,79,1,3.85,clear sky
368,Westport,US,41.1415,-73.3579,37.99,74,90,5.82,overcast clouds
369,Armidale,AU,-30.5167,151.65,73.0,73,74,1.99,light rain
370,Igrim,RU,63.1906,64.4162,-13.56,89,53,5.82,broken clouds
371,Erenhot,CN,43.6475,111.9767,-25.58,75,0,15.66,clear sky
372,Hirtshals,DK,57.5881,9.9592,34.0,87,100,5.01,overcast clouds
373,Qandala,SO,11.472,49.8728,72.66,51,0,6.08,clear sky
374,Vila Franca Do Campo,PT,37.7167,-25.4333,55.4,66,75,14.99,broken clouds
375,Maymyo,MM,22.0333,96.4667,55.4,87,100,1.12,mist
376,Kapuskasing,CA,49.4169,-82.4331,23.0,92,95,9.17,overcast clouds
377,Taltal,CL,-25.4,-70.4833,64.51,75,0,2.08,clear sky
378,Umm Lajj,SA,25.0213,37.2685,74.14,61,0,7.49,clear sky
379,Broken Hill,AU,-31.95,141.4333,66.2,55,75,19.46,broken clouds
380,Swinford,IE,53.95,-8.95,28.99,81,58,4.0,broken clouds
381,Owo,NG,7.1962,5.5868,74.08,92,4,4.23,clear sky
382,Maceio,BR,-9.6658,-35.7353,71.6,94,0,3.36,clear sky
383,Tomatlan,MX,19.9333,-105.25,70.74,73,0,1.77,clear sky
384,Saint-Augustin,CA,51.226,-58.6502,23.04,93,72,10.02,broken clouds
385,Fort Nelson,CA,58.8053,-122.7002,-5.8,76,75,3.13,broken clouds
386,Souillac,MU,-20.5167,57.5167,75.2,88,40,8.05,scattered clouds
387,Ulu-Telyak,RU,54.9086,56.9669,11.57,96,100,3.96,light snow
388,Praia Da Vitoria,PT,38.7333,-27.0667,57.2,71,75,35.75,broken clouds
389,Hanzhong,CN,33.0728,107.0303,36.09,74,100,1.99,light rain
390,Portree,GB,57.4129,-6.1942,33.01,87,65,1.01,broken clouds
391,Sabang,ID,5.8933,95.3214,81.5,82,100,21.43,overcast clouds
392,Pahrump,US,36.2083,-115.9839,57.0,20,0,1.99,clear sky
393,Kourou,GF,5.1552,-52.6478,75.2,100,0,6.62,clear sky
394,Cherskiy,RU,68.75,161.3,-18.29,88,100,11.97,light snow
395,Ivanteyevka,RU,55.9711,37.9208,26.6,92,90,8.95,light snow
396,Almaznyy,RU,48.0448,40.045,33.8,97,40,17.9,scattered clouds
397,Klyuchi,RU,52.2667,79.1667,-21.23,87,0,8.57,clear sky
398,Berlevag,NO,70.8578,29.0864,31.82,94,55,20.65,broken clouds
399,Camacha,PT,33.0833,-16.3333,60.8,93,75,4.7,light rain
400,Codrington,AU,-38.2667,141.9667,61.45,68,100,12.44,overcast clouds
401,Zaragoza,ES,41.6561,-0.8773,36.0,86,40,8.05,scattered clouds
402,Bethanien,NA,-26.502,17.1583,67.5,80,11,6.91,few clouds
403,Imeni Poliny Osipenko,RU,52.4201,136.4853,-20.36,84,94,2.64,overcast clouds
404,Staraya Russa,RU,57.9944,31.3608,28.87,98,100,6.29,overcast clouds
405,Rawson,AR,-43.3002,-65.1023,66.24,48,0,17.09,clear sky
406,Kyshtovka,RU,56.555,76.6271,-18.85,84,3,5.5,clear sky
407,Eaton Socon,GB,52.2175,-0.2893,37.99,91,96,7.0,overcast clouds
408,Wismar,DE,53.9,11.4667,39.0,93,100,5.99,overcast clouds
409,Kipushi,CD,-11.7667,27.2333,61.23,97,100,3.36,overcast clouds
410,Belaya Gora,RU,68.5333,146.4167,-26.09,83,14,6.55,few clouds
411,Kieta,PG,-6.2167,155.6333,87.24,62,100,6.73,light rain
412,Damaturu,NG,11.747,11.9608,72.81,20,0,6.26,clear sky
413,Mweka,CD,-4.85,21.5667,69.73,95,100,0.85,overcast clouds
414,Pokaran,IN,26.9167,71.9167,52.45,67,0,6.29,clear sky
415,Monrovia,LR,6.3005,-10.7969,75.2,94,40,7.7,mist
416,Klaksvik,FO,62.2266,-6.589,44.6,100,100,14.99,drizzle
417,Timbiqui,CO,2.7717,-77.6654,75.0,88,100,2.46,light rain
418,Issia,CI,6.4922,-6.5856,74.12,91,6,3.65,clear sky
419,Kayes,ML,14.0,-11.0,80.6,28,0,6.93,clear sky
420,Anori,BR,-3.7728,-61.6442,74.73,96,99,2.19,overcast clouds
421,Palu,ID,-0.8917,119.8707,80.1,74,100,1.54,light rain
422,Pachino,IT,36.7186,15.0907,46.0,87,100,1.12,overcast clouds
423,Beringovskiy,RU,63.05,179.3167,-10.37,85,64,11.9,broken clouds
424,Bataipora,BR,-22.2953,-53.2711,73.08,92,100,4.81,heavy intensity rain
425,Totskoye,RU,52.5248,52.7623,3.72,89,100,6.42,overcast clouds
426,Bilma,NE,18.6853,12.9164,70.0,22,0,4.68,clear sky
427,Tukrah,LY,32.5341,20.5791,55.71,61,100,8.63,overcast clouds
428,San Joaquin,US,37.9333,-121.3011,48.99,87,1,4.7,clear sky
429,Cedar City,US,37.6775,-113.0619,35.6,55,1,9.17,clear sky
430,Catende,BR,-8.6667,-35.7167,71.87,84,4,3.51,clear sky
431,Taywarah,AF,33.35,64.4167,9.9,69,15,2.89,few clouds
432,Registro,BR,-24.4875,-47.8436,71.78,98,100,1.3,overcast clouds
433,Togur,RU,58.3631,82.8265,-23.67,83,0,3.22,clear sky
434,Chuguyevka,RU,44.1653,133.8633,-1.82,82,100,0.49,overcast clouds
435,Kon Tum,VN,14.35,108.0,71.94,70,18,6.06,few clouds
436,Mnogovershinnyy,RU,53.9353,139.9242,-16.96,89,100,4.79,overcast clouds
437,Constitucion,CL,-35.3333,-72.4167,55.09,86,0,9.95,clear sky
438,Kuzedeyevo,RU,53.3308,87.2019,-11.96,83,0,3.76,clear sky
439,Gemena,CD,3.25,19.7667,73.63,84,100,1.95,overcast clouds
440,Stuttgart,DE,48.7823,9.177,35.01,100,75,6.93,light snow
441,Novo Aripuana,BR,-5.1206,-60.3797,75.0,95,77,1.28,light rain
442,Mormugao,IN,15.4,73.8,78.8,78,75,5.82,mist
443,Nogales,MX,31.3086,-110.9422,64.4,18,1,6.93,clear sky
444,Qarqin,AF,37.4185,66.0436,16.72,92,100,1.66,overcast clouds
445,High Rock,BS,26.6208,-78.2833,66.2,52,0,8.05,clear sky
446,Strezhevoy,RU,60.7333,77.5889,-16.6,75,0,4.47,clear sky
447,Masvingo,ZW,-20.0637,30.8277,69.66,75,53,2.84,broken clouds
448,Noamundi,IN,22.15,85.5333,60.39,52,78,1.79,broken clouds
449,Huarmey,PE,-10.0681,-78.1522,70.34,83,100,7.47,overcast clouds
450,Taitung,TW,22.7583,121.1444,64.4,72,75,11.41,broken clouds
451,Swan Hill,AU,-35.3378,143.5544,72.66,42,0,15.1,clear sky
452,Zephyrhills,US,28.2336,-82.1812,57.99,71,1,4.7,clear sky
453,Ketchikan,US,55.3422,-131.6461,35.6,93,90,3.36,light rain
454,Hami,CN,42.8,93.45,8.76,60,12,4.65,few clouds
455,Rosarito,MX,32.3333,-117.0333,57.2,81,1,5.82,clear sky
456,Bireun,ID,5.203,96.7009,77.43,84,100,7.65,overcast clouds
457,Pangody,RU,65.85,74.4859,-15.16,89,87,12.77,overcast clouds
458,Alofi,NU,-19.0595,-169.9187,75.2,100,90,10.29,shower rain
459,Faya,SA,18.3851,42.4509,57.2,93,0,1.68,clear sky
460,Kahului,US,20.8947,-156.47,82.4,54,40,21.92,scattered clouds
461,Warrnambool,AU,-38.3833,142.4833,64.99,76,100,1.01,overcast clouds
462,Oga,IT,46.4631,10.347,32.0,92,75,1.12,light snow
463,Saint Anthony,US,45.0205,-93.218,28.99,86,90,5.82,overcast clouds
464,Cerro Largo,BR,-28.1486,-54.7381,71.01,89,0,4.43,clear sky
465,Awjilah,LY,29.1081,21.2869,56.3,68,93,7.11,overcast clouds
466,Yantzaza,EC,-3.8278,-78.7594,68.7,83,100,1.16,light rain
467,Codajas,BR,-3.8367,-62.0569,74.62,96,100,2.37,moderate rain
468,Antofagasta,CL,-23.65,-70.4,68.0,77,0,8.05,clear sky
469,Cubuk,TR,40.2386,33.0322,39.99,87,75,0.45,fog
470,Tura,IN,25.5198,90.2201,61.63,55,99,3.33,overcast clouds
471,Reinosa,ES,42.9996,-4.138,39.0,100,40,2.24,scattered clouds
472,Parkes,AU,-33.1333,148.1833,78.39,36,99,4.61,overcast clouds
473,Cairns,AU,-16.9167,145.7667,87.01,88,75,3.36,heavy intensity shower rain
474,Ahuimanu,US,21.4447,-157.8378,82.4,61,75,12.75,broken clouds
475,Dzilam Gonzalez,MX,21.2833,-88.9333,69.73,76,100,5.82,overcast clouds
476,Celestun,MX,20.8667,-90.4,72.37,75,100,14.12,overcast clouds
477,Jiangkou,CN,25.4872,119.1986,53.6,62,75,17.9,broken clouds
478,Matara,LK,5.9485,80.5353,74.91,90,67,5.35,broken clouds
479,Koryazhma,RU,61.3143,47.1691,5.81,94,48,5.17,scattered clouds
480,Sistranda,NO,63.7256,8.834,28.4,79,0,13.87,clear sky
481,Yangambi,CD,0.8102,24.4336,70.32,96,100,1.63,overcast clouds
482,Faanui,PF,-16.4833,-151.75,81.16,73,0,13.49,clear sky
483,Zemio,CF,5.0314,25.1361,69.22,44,80,1.57,broken clouds
484,Verkhnevilyuysk,RU,63.4453,120.3167,-24.93,85,100,6.42,overcast clouds
485,Tianpeng,CN,30.9866,103.9393,44.6,70,40,4.47,scattered clouds
486,Dukat,RU,62.55,155.55,-30.3,83,100,4.09,overcast clouds
487,Koidu,SL,8.4167,-10.8333,70.57,94,0,1.57,clear sky
488,Doka,SD,13.5167,35.7667,68.38,42,0,9.75,clear sky
489,Sibu,MY,2.3,111.8167,78.8,88,40,2.24,scattered clouds
490,Zhigansk,RU,66.7697,123.3711,-39.21,80,100,11.88,overcast clouds
491,Isoka,ZM,-10.1606,32.6335,61.97,97,100,2.21,overcast clouds
492,Merauke,ID,-8.4667,140.3333,84.02,74,100,6.26,light rain
493,Pemangkat,ID,1.1667,108.9667,79.97,82,95,6.38,overcast clouds
494,Katrineholm,SE,58.9959,16.2072,28.99,86,74,12.75,broken clouds
495,Sovetskiy,RU,61.3614,63.5842,-15.77,89,100,5.59,overcast clouds
496,Ustynivka,UA,47.9551,32.5367,35.6,80,90,8.95,overcast clouds
497,Adrar,MR,20.5022,-10.0711,66.42,40,100,0.56,overcast clouds
498,Manggar,ID,-2.8833,108.2667,81.55,81,89,4.05,overcast clouds
499,Haicheng,CN,40.8516,122.7475,7.27,76,100,5.77,overcast clouds
500,Portobelo,PA,9.55,-79.65,79.0,99,100,8.52,overcast clouds
501,Kailua,US,21.4022,-157.7394,82.4,61,75,12.75,broken clouds
502,Toba,JP,34.4833,136.85,44.01,68,40,5.99,scattered clouds
503,Palafrugell,ES,41.9174,3.1631,34.0,92,0,4.61,clear sky
504,Ambatofinandrahana,MG,-20.55,46.8,61.63,95,99,1.68,overcast clouds
505,Katherine,AU,-14.4667,132.2667,89.6,59,0,3.36,clear sky
506,Flin Flon,CA,54.7682,-101.865,19.4,85,90,6.93,snow
507,Iranshahr,IR,27.2025,60.6848,41.0,21,0,0.58,clear sky
508,Zaraza,VE,9.3503,-65.3245,72.55,79,11,6.91,few clouds
509,Namwala,ZM,-15.7504,26.4384,65.05,95,100,3.18,light rain
510,Arkhangelsk,RU,64.5401,40.5433,17.6,92,90,2.24,light snow
511,Boddam,GB,57.4667,-1.7833,37.99,93,90,8.05,overcast clouds
512,Bageshwar,IN,29.85,79.7667,51.33,64,100,1.92,light rain
513,Ozernovskiy,RU,51.5,156.5167,19.06,84,100,15.41,overcast clouds
514,Torbay,CA,47.6666,-52.7314,37.0,100,90,13.87,moderate rain
515,Marshfield,US,44.6689,-90.1718,23.0,92,90,3.27,fog
516,Isangel,VU,-19.55,169.2667,83.52,76,100,15.19,overcast clouds
517,Mayo,US,38.8876,-76.5119,39.99,93,90,5.82,overcast clouds
518,Nokaneng,BW,-19.6667,22.2667,73.98,64,61,4.54,broken clouds
519,Vila Velha,BR,-20.3297,-40.2925,78.8,78,20,11.41,few clouds
520,Avera,US,33.194,-82.5271,50.0,57,1,8.05,clear sky
521,Ordu,TR,40.9086,37.6845,51.8,93,75,4.7,light rain
522,Bathsheba,BB,13.2167,-59.5167,78.8,69,20,14.99,few clouds
523,Uvat,RU,59.1433,68.8953,-12.33,87,0,7.65,clear sky
524,Arlit,NE,18.7369,7.3853,73.51,21,0,5.66,clear sky
525,Caucaia,BR,-3.7361,-38.6531,81.0,83,40,9.17,scattered clouds
526,Zaysan,KZ,47.4667,84.8667,-16.11,80,76,1.21,broken clouds
527,Barra Do Garcas,BR,-15.89,-52.2567,75.87,73,45,0.81,scattered clouds
528,Spassk,RU,52.747,87.7545,-14.58,83,0,5.3,clear sky
529,Port Lincoln,AU,-34.7333,135.8667,63.0,60,31,15.79,scattered clouds
530,Minot,US,48.2325,-101.2963,35.6,64,90,4.7,overcast clouds
531,Poronaysk,RU,49.2167,143.1167,-4.83,83,1,2.98,clear sky
532,Kefamenanu,ID,-9.4467,124.4781,83.57,71,14,1.3,few clouds
533,Verkhnetulomskiy,RU,68.6073,31.7962,15.8,92,40,2.24,scattered clouds
534,Padang,ID,-0.9492,100.3543,77.0,88,40,2.24,scattered clouds
535,La Ronge,CA,55.1001,-105.2842,17.6,85,100,10.29,snow
536,Payo,ID,-3.7508,103.6372,78.94,88,57,2.53,light rain
537,Aldana,CO,0.8828,-77.701,49.44,94,100,2.53,light rain
538,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.48,80,0,3.24,clear sky
539,Beloha,MG,-25.1667,45.05,72.57,90,16,1.9,few clouds
540,Kinston,US,35.2627,-77.5816,44.01,100,40,6.42,scattered clouds
541,Caceres,ES,39.522,-6.3748,28.99,86,0,4.29,clear sky
542,Surt,LY,31.2089,16.5887,55.89,64,93,11.99,overcast clouds
543,Rapid Valley,US,44.0625,-103.1463,43.0,38,75,32.21,broken clouds
544,Nemuro,JP,43.3236,145.575,12.2,72,20,2.24,few clouds
545,Hrazdan,AM,40.4975,44.7662,17.6,92,90,2.95,fog
546,Mahad,IN,18.0833,73.4167,72.25,75,34,1.97,scattered clouds
547,Mount Gambier,AU,-37.8333,140.7667,62.6,59,90,16.11,overcast clouds
548,Deputatskiy,RU,69.3,139.9,-26.5,84,0,6.33,clear sky
549,Miraflores,MX,19.2167,-98.8083,66.2,29,20,8.05,few clouds
550,San Cosme Y Damian,PY,-27.3167,-56.35,80.6,69,0,5.82,clear sky
551,Mirabad,AF,30.4362,61.8383,33.19,86,0,13.65,clear sky
552,Krasnoselkup,RU,65.7,82.4667,-20.9,83,0,12.01,clear sky
553,Poya,NC,-21.35,165.15,85.41,71,59,4.97,light rain
554,Jalingo,NG,8.8833,11.3667,76.78,18,0,3.27,clear sky
555,San Policarpo,PH,12.1791,125.5072,82.74,78,96,12.59,overcast clouds
556,Garowe,SO,8.4054,48.4845,63.34,66,0,11.92,clear sky
557,Gazojak,TM,41.1875,61.4036,18.68,75,0,9.28,clear sky
558,Batemans Bay,AU,-35.7167,150.1833,68.0,80,49,1.99,scattered clouds
559,Rudnogorsk,RU,57.2639,103.7519,-16.8,89,100,4.99,light snow
560,Hay River,CA,60.8156,-115.7999,-0.4,77,1,5.82,clear sky
561,Mirnyy,RU,62.5353,113.9611,-25.6,74,100,15.66,light snow
562,Stokmarknes,NO,68.5646,14.9108,41.0,95,100,15.01,overcast clouds
563,Mosquera,CO,4.7059,-74.2302,51.8,87,75,4.7,light rain
564,Ugoofaaru,MV,5.6667,73.0,80.56,81,100,13.78,overcast clouds
565,Manitouwadge,CA,49.1215,-85.8403,30.2,92,100,6.93,overcast clouds
566,Henties Bay,NA,-22.116,14.2845,69.01,90,100,3.0,overcast clouds
567,Vrangel,RU,42.7297,133.0839,7.14,79,100,7.34,overcast clouds
568,Araxa,BR,-19.5933,-46.9406,66.85,90,97,2.35,overcast clouds
569,Korla,CN,41.7597,86.1469,12.13,84,89,12.82,overcast clouds
570,Tulum,MX,20.2167,-87.4667,75.2,69,75,9.17,broken clouds
571,Port Macquarie,AU,-31.4333,152.9167,82.99,58,11,7.0,few clouds
572,Beinamar,TD,8.6698,15.3813,71.31,22,0,1.16,clear sky
573,Corn Island,NI,12.1694,-83.0418,80.92,67,91,7.52,overcast clouds
574,Evensk,RU,61.95,159.2333,-12.21,78,0,6.62,clear sky
575,Elizabeth City,US,36.2946,-76.2511,43.0,81,0,5.93,clear sky
576,Pushkino,RU,56.0172,37.8667,25.0,92,90,8.95,light snow
577,Kudahuvadhoo,MV,2.6708,72.8944,82.53,76,100,11.54,overcast clouds
578,Yatou,CN,37.15,122.3833,21.65,87,14,9.01,few clouds
579,Huadian,CN,42.9633,126.7478,2.55,81,100,6.44,snow
580,Loikaw,MM,19.6742,97.2094,62.65,68,0,1.81,clear sky
581,Waw,SS,7.7029,27.9953,71.73,32,0,3.24,clear sky
582,Acara,BR,-1.9608,-48.1967,73.44,96,99,2.71,heavy intensity rain
583,Kovdor,RU,67.5662,30.4758,6.53,95,17,5.46,few clouds
584,Jalu,LY,29.0331,21.5482,56.08,72,88,6.98,overcast clouds
585,Natal,BR,-5.795,-35.2094,80.6,74,20,13.87,few clouds
586,Feijo,BR,-8.1642,-70.3536,75.33,90,100,0.67,moderate rain
587,Kurumkan,RU,54.3,110.3,-28.12,73,90,2.82,overcast clouds
588,Gat,IL,31.61,34.7642,57.2,100,75,4.7,fog
589,Asau,RO,46.4333,26.4,39.99,63,100,5.3,overcast clouds
590,Ambon,ID,-3.6954,128.1814,87.8,70,40,3.36,scattered clouds
591,Soyaux,FR,45.65,0.2,35.01,100,90,2.24,mist
592,Tigzirt,DZ,36.8886,4.1198,49.12,61,100,4.99,overcast clouds
593,Bonthe,SL,7.5264,-12.505,80.01,85,0,5.91,clear sky
594,Aktash,RU,50.3,87.7333,-23.53,71,0,6.44,clear sky
595,Palana,RU,59.1167,159.9667,-6.57,90,26,3.56,scattered clouds
596,Karratha,AU,-20.7377,116.8463,90.82,29,0,21.32,clear sky
597,Ponta Delgada,PT,37.7333,-25.6667,55.4,66,75,14.99,broken clouds
598,Ranfurly,NZ,-45.1333,170.1,73.99,66,81,1.99,light rain
599,Stornoway,GB,58.2093,-6.3865,28.4,92,100,6.93,overcast clouds
600,Kununurra,AU,-15.7667,128.7333,89.6,66,92,11.41,overcast clouds
601,Aszod,HU,47.6517,19.4785,39.0,86,90,6.93,overcast clouds
602,Albury,AU,-36.0833,146.9167,64.4,93,90,4.7,overcast clouds
603,Popondetta,PG,-8.7537,148.2534,91.58,51,36,4.5,scattered clouds
604,Buchanan,LR,5.8808,-10.0467,75.2,94,40,7.49,mist
605,Colon,PA,9.3592,-79.9014,79.0,75,86,8.01,overcast clouds
606,Aiquile,BO,-18.2041,-65.1807,58.12,86,100,3.31,light rain
607,Balancan,MX,17.8,-91.5333,72.28,89,98,7.96,overcast clouds
608,Qujing,CN,25.4833,103.7833,47.88,81,100,13.06,overcast clouds
609,Inverell,AU,-29.7833,151.1167,81.19,57,30,3.58,light rain
610,Shawnee,US,39.05,-95.7669,44.6,74,1,11.41,clear sky
611,Saryg-Sep,RU,51.5,95.6,-29.2,80,40,2.48,scattered clouds
612,Novoagansk,RU,61.9449,76.6625,-20.69,86,0,6.6,clear sky
613,Oskemen,KZ,49.9565,82.6119,-38.2,58,40,0.45,fog
614,Tuatapere,NZ,-46.1333,167.6833,66.42,74,100,1.57,moderate rain
615,Lazaro Cardenas,MX,17.9583,-102.2,75.88,78,0,8.25,clear sky
616,Lyngseidet,NO,69.5763,20.2189,39.2,80,75,20.8,broken clouds
617,Nouakchott,MR,18.0858,-15.9785,73.4,43,0,9.17,clear sky
618,Sioux Lookout,CA,50.1001,-91.917,23.0,92,90,3.29,light snow
619,Chernushka,RU,56.5072,56.0766,12.33,96,100,6.69,snow
620,Ingham,US,42.6,-84.3833,34.0,98,90,5.82,mist
621,Inzhavino,RU,52.3185,42.4937,15.91,95,100,10.16,overcast clouds
622,Payakumbuh,ID,-0.2202,100.6308,74.5,84,84,0.65,broken clouds
623,Kaeo,NZ,-35.1,173.7833,76.48,45,94,5.44,overcast clouds
624,Teguise,ES,29.0605,-13.564,62.6,93,20,2.24,few clouds
625,Khani,GE,41.9563,42.9566,50.0,21,0,20.8,clear sky
626,Gumdag,TM,39.2061,54.5906,30.85,88,0,17.07,clear sky
627,Kemijarvi,FI,66.7131,27.4306,9.55,96,86,5.39,overcast clouds
628,Severomuysk,RU,56.1481,113.4267,-36.67,84,66,4.74,broken clouds
629,Progreso,MX,21.2833,-89.6667,73.4,69,90,8.05,overcast clouds
630,Kouango,CF,4.9934,19.9619,73.38,71,0,4.0,clear sky
631,Plettenberg Bay,ZA,-34.0527,23.3716,65.3,87,16,4.29,few clouds
632,Karakol,KG,42.4907,78.3936,17.76,68,2,4.43,clear sky
633,Samagaltay,RU,50.6022,95.0047,-24.32,76,20,1.23,few clouds
634,Novikovo,RU,51.1537,37.8879,22.69,97,99,8.81,overcast clouds
635,Iquitos,PE,-3.7481,-73.2472,77.0,94,75,6.93,shower rain
636,Cape Canaveral,US,28.4058,-80.6048,63.0,67,1,10.29,clear sky
637,Vokhtoga,RU,58.8147,41.0461,19.85,98,97,4.23,overcast clouds
638,Svetlaya,RU,46.5389,138.3297,0.3,79,0,6.62,clear sky
639,Luan,CH,46.3592,6.9759,32.0,97,75,3.36,broken clouds
640,Guangyuan,CN,32.442,105.823,41.0,99,100,1.99,overcast clouds
641,Ipixuna,BR,-1.7625,-48.8043,80.6,78,40,9.17,thunderstorm
642,Bacungan,PH,9.9106,118.7022,77.0,88,75,6.93,broken clouds
643,Esqueda,MX,30.7167,-109.5833,55.02,38,46,4.85,scattered clouds
644,Puri,IN,19.8,85.85,62.6,88,20,6.2,mist
645,Mancio Lima,BR,-7.6142,-72.8958,72.01,97,100,2.57,overcast clouds
646,Pyshchug,RU,58.8873,45.7134,17.6,98,87,5.79,overcast clouds
647,Broome,US,42.2506,-75.833,33.01,86,90,10.29,overcast clouds
648,Kirovsk,UA,48.6375,38.6428,28.62,98,100,10.47,overcast clouds
649,Fukuma,JP,33.7667,130.4667,41.0,48,75,11.41,broken clouds
650,Chatra,IN,24.2167,84.8667,64.4,88,75,1.07,broken clouds
651,Malanje,AO,-9.5402,16.341,62.29,97,0,3.38,clear sky
652,Son La,VN,21.3167,103.9,55.22,82,99,3.58,overcast clouds
653,Namatanai,PG,-3.6667,152.4333,78.06,87,100,4.61,moderate rain
654,Jabinyanah,TN,35.035,10.9081,46.4,49,40,4.7,scattered clouds
655,Ossora,RU,59.2353,163.0719,-2.07,84,98,4.61,overcast clouds
656,Altamira,BR,-3.2033,-52.2064,75.2,100,75,2.84,broken clouds
657,Shingu,JP,33.7333,135.9833,44.6,56,40,13.87,scattered clouds
658,Bamiantong,CN,44.9333,130.5333,-6.61,88,100,3.38,overcast clouds
659,Paamiut,GL,61.994,-49.6678,27.5,96,100,13.35,overcast clouds
660,Otjimbingwe,NA,-22.35,16.1333,70.66,59,99,3.0,overcast clouds
661,Sayla,IN,22.55,71.4667,54.84,73,0,8.41,clear sky
662,West Wendover,US,40.7391,-114.0733,39.2,55,1,4.7,clear sky
663,Minab,IR,27.1467,57.0801,41.0,41,0,6.93,clear sky
664,Helong,CN,42.5397,128.9972,2.98,74,100,3.04,overcast clouds
665,Sorland,NO,67.667,12.6934,43.72,77,100,16.64,overcast clouds
666,Newport,GB,51.5877,-2.9984,37.0,92,1,3.0,clear sky
667,Ormara,PK,25.2088,64.6357,61.21,32,0,14.47,clear sky
668,Acapulco,MX,16.8634,-99.8901,80.6,78,40,9.17,scattered clouds
669,Bronnoysund,NO,65.4625,12.1997,35.6,100,99,2.24,overcast clouds
